[2026-01-16 22:15:54.946] V:0.924V | I:-0.000A | mAh:-0.01
[2026-01-16 22:57:34.015] V:3.984V | I:0.575A | mAh:397.07
[2026-01-16 22:57:35.024] V:3.980V | I:0.575A | mAh:397.23
[2026-01-16 22:57:36.033] V:3.984V | I:0.575A | mAh:397.39
[2026-01-16 22:57:37.024] V:3.984V | I:0.575A | mAh:397.55
[2026-01-16 22:57:38.035] V:3.992V | I:0.575A | mAh:397.71
[2026-01-16 22:57:39.025] V:3.984V | I:0.575A | mAh:397.87
[2026-01-16 22:57:40.033] V:3.984V | I:0.575A | mAh:398.03
[2026-01-16 22:57:41.042] V:3.980V | I:0.575A | mAh:398.19
[2026-01-16 22:57:42.034] V:3.984V | I:0.575A | mAh:398.35
[2026-01-16 22:57:43.039] V:3.980V | I:0.575A | mAh:398.51
[2026-01-16 22:57:44.045] V:3.984V | I:0.575A | mAh:398.67
[2026-01-16 22:57:45.038] V:3.988V | I:0.575A | mAh:398.83
[2026-01-16 22:57:46.043] V:3.988V | I:0.575A | mAh:398.99
[2026-01-16 22:57:47.054] V:3.980V | I:0.575A | mAh:399.15
[2026-01-16 22:57:48.057] V:3.984V | I:0.575A | mAh:399.31
[2026-01-16 22:57:49.050] V:3.984V | I:0.575A | mAh:399.47
[2026-01-16 22:57:50.056] V:3.980V | I:0.575A | mAh:399.63
[2026-01-16 22:57:51.049] V:3.984V | I:0.575A | mAh:399.79
[2026-01-16 22:57:52.056] V:3.984V | I:0.575A | mAh:399.95
[2026-01-16 22:57:53.067] V:3.980V | I:0.575A | mAh:400.11
[2026-01-16 22:57:54.060] V:3.980V | I:0.575A | mAh:400.27
[2026-01-16 22:57:55.068] V:3.996V | I:0.575A | mAh:400.43
[2026-01-16 22:57:56.059] V:3.980V | I:0.575A | mAh:400.59
[2026-01-16 22:57:57.066] V:3.988V | I:0.575A | mAh:400.75
[2026-01-16 22:57:58.076] V:3.980V | I:0.575A | mAh:400.91
[2026-01-16 22:57:59.079] V:3.988V | I:0.575A | mAh:401.07
[2026-01-16 22:58:00.071] V:3.984V | I:0.575A | mAh:401.23
[2026-01-16 22:58:01.075] V:3.984V | I:0.575A | mAh:401.40
[2026-01-16 22:58:02.080] V:3.988V | I:0.575A | mAh:401.55
[2026-01-16 22:58:03.072] V:3.972V | I:0.575A | mAh:401.72
[2026-01-16 22:58:04.081] V:3.984V | I:0.575A | mAh:401.88
[2026-01-16 22:58:05.088] V:3.984V | I:0.575A | mAh:402.04
[2026-01-16 22:58:06.093] V:3.984V | I:0.575A | mAh:402.20
[2026-01-16 22:58:07.081] V:3.992V | I:0.575A | mAh:402.36
[2026-01-16 22:58:08.095] V:3.988V | I:0.575A | mAh:402.52
[2026-01-16 22:58:09.090] V:3.984V | I:0.575A | mAh:402.68
[2026-01-16 22:58:10.098] V:3.980V | I:0.575A | mAh:402.83
[2026-01-16 22:58:11.088] V:3.992V | I:0.575A | mAh:402.99
[2026-01-16 22:58:12.097] V:3.984V | I:0.575A | mAh:403.15
[2026-01-16 22:58:13.105] V:3.984V | I:0.575A | mAh:403.31
[2026-01-16 22:58:14.098] V:3.984V | I:0.575A | mAh:403.47
[2026-01-16 22:58:15.103] V:3.992V | I:0.575A | mAh:403.63
[2026-01-16 22:58:16.113] V:3.984V | I:0.575A | mAh:403.79
[2026-01-16 22:58:17.103] V:3.984V | I:0.575A | mAh:403.95
[2026-01-16 22:58:18.112] V:3.984V | I:0.575A | mAh:404.11
[2026-01-16 22:58:19.106] V:3.984V | I:0.575A | mAh:404.27
[2026-01-16 22:58:20.110] V:3.984V | I:0.575A | mAh:404.44
[2026-01-16 22:58:21.108] V:3.984V | I:0.575A | mAh:404.60
[2026-01-16 22:58:22.125] V:3.992V | I:0.575A | mAh:404.76
[2026-01-16 22:58:23.122] V:3.984V | I:0.575A | mAh:404.92
[2026-01-16 22:58:24.122] V:3.980V | I:0.575A | mAh:405.08
[2026-01-16 22:58:25.117] V:3.988V | I:0.575A | mAh:405.24
[2026-01-16 22:58:26.132] V:3.988V | I:0.575A | mAh:405.40
[2026-01-16 22:58:27.123] V:3.984V | I:0.575A | mAh:405.56
[2026-01-16 22:58:28.134] V:3.980V | I:0.575A | mAh:405.72
[2026-01-16 22:58:29.125] V:3.988V | I:0.575A | mAh:405.88
[2026-01-16 22:58:30.133] V:3.988V | I:0.575A | mAh:406.04
[2026-01-16 22:58:31.137] V:3.988V | I:0.575A | mAh:406.20
[2026-01-16 22:58:32.132] V:3.992V | I:0.575A | mAh:406.36
[2026-01-16 22:58:33.139] V:3.988V | I:0.575A | mAh:406.52
[2026-01-16 22:58:34.148] V:3.980V | I:0.575A | mAh:406.68
[2026-01-16 22:58:35.141] V:3.980V | I:0.575A | mAh:406.84
[2026-01-16 22:58:36.149] V:3.992V | I:0.575A | mAh:407.00
[2026-01-16 22:58:37.143] V:3.988V | I:0.575A | mAh:407.16
[2026-01-16 22:58:38.145] V:3.988V | I:0.575A | mAh:407.32
[2026-01-16 22:58:39.152] V:3.984V | I:0.575A | mAh:407.48
[2026-01-16 22:58:40.154] V:3.980V | I:0.575A | mAh:407.64
[2026-01-16 22:58:41.163] V:3.988V | I:0.575A | mAh:407.80
[2026-01-16 22:58:42.153] V:3.988V | I:0.575A | mAh:407.96
[2026-01-16 22:58:43.155] V:3.984V | I:0.575A | mAh:408.12
[2026-01-16 22:58:44.165] V:3.984V | I:0.575A | mAh:408.28
[2026-01-16 22:58:45.168] V:3.988V | I:0.575A | mAh:408.44
[2026-01-16 22:58:46.173] V:3.984V | I:0.575A | mAh:408.60
[2026-01-16 22:58:47.162] V:3.984V | I:0.575A | mAh:408.76
[2026-01-16 22:58:48.171] V:3.984V | I:0.575A | mAh:408.92
[2026-01-16 22:58:49.173] V:3.988V | I:0.575A | mAh:409.08
[2026-01-16 22:58:50.180] V:3.988V | I:0.575A | mAh:409.24
[2026-01-16 22:58:51.174] V:3.988V | I:0.575A | mAh:409.40
[2026-01-16 22:58:52.177] V:3.984V | I:0.575A | mAh:409.56
[2026-01-16 22:58:53.171] V:3.988V | I:0.575A | mAh:409.72
[2026-01-16 22:58:54.178] V:3.984V | I:0.575A | mAh:409.88
[2026-01-16 22:58:55.185] V:3.988V | I:0.575A | mAh:410.04
[2026-01-16 22:58:56.191] V:3.988V | I:0.574A | mAh:410.20
[2026-01-16 22:58:57.186] V:3.980V | I:0.575A | mAh:410.36
[2026-01-16 22:58:58.181] V:3.988V | I:0.575A | mAh:410.52
[2026-01-16 22:58:59.189] V:3.996V | I:0.575A | mAh:410.68
[2026-01-16 22:59:00.195] V:3.992V | I:0.575A | mAh:410.84
[2026-01-16 22:59:01.202] V:3.988V | I:0.574A | mAh:411.00
[2026-01-16 22:59:02.192] V:3.988V | I:0.575A | mAh:411.16
[2026-01-16 22:59:03.199] V:3.984V | I:0.575A | mAh:411.32
[2026-01-16 22:59:04.208] V:3.984V | I:0.575A | mAh:411.48
[2026-01-16 22:59:05.197] V:3.992V | I:0.575A | mAh:411.64
[2026-01-16 22:59:06.205] V:3.984V | I:0.575A | mAh:411.80
[2026-01-16 22:59:07.213] V:3.984V | I:0.575A | mAh:411.96
[2026-01-16 22:59:08.203] V:3.988V | I:0.575A | mAh:412.12
[2026-01-16 22:59:09.212] V:3.988V | I:0.575A | mAh:412.28
[2026-01-16 22:59:10.216] V:3.984V | I:0.575A | mAh:412.44
[2026-01-16 22:59:11.208] V:3.988V | I:0.575A | mAh:412.60
[2026-01-16 22:59:12.212] V:3.988V | I:0.575A | mAh:412.76
[2026-01-16 22:59:13.220] V:3.980V | I:0.575A | mAh:412.92
[2026-01-16 22:59:14.227] V:3.984V | I:0.575A | mAh:413.08
[2026-01-16 22:59:15.220] V:3.988V | I:0.575A | mAh:413.24
[2026-01-16 22:59:16.227] V:3.988V | I:0.575A | mAh:413.40
[2026-01-16 22:59:17.233] V:3.984V | I:0.575A | mAh:413.56
[2026-01-16 22:59:18.225] V:3.984V | I:0.575A | mAh:413.72
[2026-01-16 22:59:19.234] V:3.984V | I:0.575A | mAh:413.88
[2026-01-16 22:59:20.241] V:3.988V | I:0.575A | mAh:414.04
[2026-01-16 22:59:21.229] V:3.988V | I:0.575A | mAh:414.20
[2026-01-16 22:59:22.236] V:3.988V | I:0.575A | mAh:414.36
[2026-01-16 22:59:23.244] V:3.984V | I:0.575A | mAh:414.52
[2026-01-16 22:59:24.247] V:3.988V | I:0.575A | mAh:414.68
[2026-01-16 22:59:25.250] V:3.984V | I:0.575A | mAh:414.84
[2026-01-16 22:59:26.253] V:3.988V | I:0.575A | mAh:415.00
[2026-01-16 22:59:27.253] V:3.992V | I:0.575A | mAh:415.16
[2026-01-16 22:59:28.251] V:3.984V | I:0.575A | mAh:415.32
[2026-01-16 22:59:29.254] V:3.992V | I:0.575A | mAh:415.48
[2026-01-16 22:59:30.257] V:3.984V | I:0.575A | mAh:415.64
[2026-01-16 22:59:31.253] V:3.992V | I:0.575A | mAh:415.80
[2026-01-16 22:59:32.257] V:3.988V | I:0.575A | mAh:415.96
[2026-01-16 22:59:33.259] V:3.992V | I:0.575A | mAh:416.12
[2026-01-16 22:59:34.254] V:3.988V | I:0.575A | mAh:416.28
[2026-01-16 22:59:35.261] V:3.988V | I:0.575A | mAh:416.44
[2026-01-16 22:59:36.265] V:3.984V | I:0.575A | mAh:416.60
[2026-01-16 22:59:37.274] V:3.992V | I:0.575A | mAh:416.76
[2026-01-16 22:59:38.267] V:3.988V | I:0.575A | mAh:416.92
[2026-01-16 22:59:39.275] V:3.988V | I:0.575A | mAh:417.08
[2026-01-16 22:59:40.266] V:3.988V | I:0.575A | mAh:417.24
[2026-01-16 22:59:41.276] V:3.988V | I:0.575A | mAh:417.40
[2026-01-16 22:59:42.283] V:3.988V | I:0.575A | mAh:417.56
[2026-01-16 22:59:43.273] V:3.984V | I:0.575A | mAh:417.72
[2026-01-16 22:59:44.278] V:3.988V | I:0.575A | mAh:417.88
[2026-01-16 22:59:45.286] V:3.988V | I:0.575A | mAh:418.04
[2026-01-16 22:59:46.279] V:3.984V | I:0.575A | mAh:418.20
[2026-01-16 22:59:47.285] V:3.992V | I:0.575A | mAh:418.36
[2026-01-16 22:59:48.295] V:3.988V | I:0.575A | mAh:418.52
[2026-01-16 22:59:49.285] V:3.988V | I:0.575A | mAh:418.68
[2026-01-16 22:59:50.293] V:3.988V | I:0.575A | mAh:418.84
[2026-01-16 22:59:51.299] V:3.988V | I:0.575A | mAh:419.00
[2026-01-16 22:59:52.291] V:3.988V | I:0.575A | mAh:419.16
[2026-01-16 22:59:53.298] V:3.984V | I:0.575A | mAh:419.32
[2026-01-16 22:59:54.305] V:3.988V | I:0.575A | mAh:419.48
[2026-01-16 22:59:55.311] V:3.984V | I:0.575A | mAh:419.64
[2026-01-16 22:59:56.301] V:3.988V | I:0.575A | mAh:419.80
[2026-01-16 22:59:57.311] V:4.000V | I:0.575A | mAh:419.96
[2026-01-16 22:59:58.301] V:3.988V | I:0.575A | mAh:420.12
[2026-01-16 22:59:59.310] V:3.988V | I:0.575A | mAh:420.28
[2026-01-16 23:00:00.318] V:3.988V | I:0.575A | mAh:420.44
[2026-01-16 23:00:01.310] V:3.992V | I:0.575A | mAh:420.60
[2026-01-16 23:00:02.315] V:3.988V | I:0.575A | mAh:420.76
[2026-01-16 23:00:03.324] V:3.988V | I:0.575A | mAh:420.92
[2026-01-16 23:00:04.319] V:3.988V | I:0.575A | mAh:421.08
[2026-01-16 23:00:05.323] V:3.992V | I:0.575A | mAh:421.24
[2026-01-16 23:00:06.331] V:3.992V | I:0.575A | mAh:421.40
[2026-01-16 23:00:07.322] V:3.992V | I:0.575A | mAh:421.56
[2026-01-16 23:00:08.328] V:3.988V | I:0.575A | mAh:421.71
[2026-01-16 23:00:09.334] V:3.984V | I:0.575A | mAh:421.87
[2026-01-16 23:00:10.325] V:3.988V | I:0.575A | mAh:422.03
[2026-01-16 23:00:11.333] V:3.988V | I:0.575A | mAh:422.19
[2026-01-16 23:00:12.344] V:3.988V | I:0.575A | mAh:422.35
[2026-01-16 23:00:13.339] V:3.992V | I:0.575A | mAh:422.51
[2026-01-16 23:00:14.345] V:3.992V | I:0.575A | mAh:422.67
[2026-01-16 23:00:15.339] V:3.988V | I:0.575A | mAh:422.83
[2026-01-16 23:00:16.342] V:3.988V | I:0.575A | mAh:422.99
[2026-01-16 23:00:17.350] V:3.988V | I:0.575A | mAh:423.15
[2026-01-16 23:00:18.356] V:3.996V | I:0.575A | mAh:423.31
[2026-01-16 23:00:19.347] V:3.988V | I:0.575A | mAh:423.47
[2026-01-16 23:00:20.353] V:3.992V | I:0.575A | mAh:423.63
[2026-01-16 23:00:21.359] V:3.992V | I:0.575A | mAh:423.79
[2026-01-16 23:00:22.351] V:3.996V | I:0.575A | mAh:423.95
[2026-01-16 23:00:23.358] V:3.996V | I:0.575A | mAh:424.11
[2026-01-16 23:00:24.364] V:3.988V | I:0.575A | mAh:424.27
[2026-01-16 23:00:25.359] V:3.988V | I:0.575A | mAh:424.43
[2026-01-16 23:00:26.363] V:3.996V | I:0.575A | mAh:424.59
[2026-01-16 23:00:27.365] V:3.992V | I:0.575A | mAh:424.75
[2026-01-16 23:00:28.369] V:3.988V | I:0.575A | mAh:424.91
[2026-01-16 23:00:29.372] V:3.988V | I:0.575A | mAh:425.07
[2026-01-16 23:00:30.375] V:3.988V | I:0.574A | mAh:425.23
[2026-01-16 23:00:31.379] V:3.992V | I:0.575A | mAh:425.39
[2026-01-16 23:00:32.381] V:3.992V | I:0.575A | mAh:425.55
[2026-01-16 23:00:33.378] V:3.988V | I:0.575A | mAh:425.71
[2026-01-16 23:00:34.384] V:3.992V | I:0.575A | mAh:425.87
[2026-01-16 23:00:35.380] V:3.988V | I:0.575A | mAh:426.03
[2026-01-16 23:00:36.380] V:3.996V | I:0.575A | mAh:426.19
[2026-01-16 23:00:37.380] V:3.996V | I:0.575A | mAh:426.35
[2026-01-16 23:00:38.388] V:3.988V | I:0.575A | mAh:426.51
[2026-01-16 23:00:39.393] V:3.988V | I:0.575A | mAh:426.67
[2026-01-16 23:00:40.397] V:3.988V | I:0.575A | mAh:426.83
[2026-01-16 23:00:41.389] V:3.992V | I:0.575A | mAh:426.99
[2026-01-16 23:00:42.392] V:3.992V | I:0.575A | mAh:427.15
[2026-01-16 23:00:43.396] V:3.988V | I:0.575A | mAh:427.31
[2026-01-16 23:00:44.398] V:3.992V | I:0.575A | mAh:427.47
[2026-01-16 23:00:45.400] V:3.992V | I:0.575A | mAh:427.63
[2026-01-16 23:00:46.403] V:3.988V | I:0.575A | mAh:427.79
[2026-01-16 23:00:47.407] V:3.992V | I:0.575A | mAh:427.95
[2026-01-16 23:00:48.405] V:3.988V | I:0.575A | mAh:428.11
[2026-01-16 23:00:49.405] V:3.992V | I:0.575A | mAh:428.27
[2026-01-16 23:00:50.409] V:3.988V | I:0.575A | mAh:428.43
[2026-01-16 23:00:51.412] V:3.980V | I:0.575A | mAh:428.59
[2026-01-16 23:00:52.413] V:3.992V | I:0.575A | mAh:428.75
[2026-01-16 23:00:53.419] V:3.988V | I:0.575A | mAh:428.91
[2026-01-16 23:00:54.422] V:3.992V | I:0.575A | mAh:429.07
[2026-01-16 23:00:55.429] V:3.984V | I:0.575A | mAh:429.23
[2026-01-16 23:00:56.421] V:3.988V | I:0.575A | mAh:429.39
[2026-01-16 23:00:57.431] V:3.988V | I:0.575A | mAh:429.55
[2026-01-16 23:00:58.435] V:3.992V | I:0.575A | mAh:429.71
[2026-01-16 23:00:59.428] V:3.988V | I:0.575A | mAh:429.87
[2026-01-16 23:01:00.435] V:3.992V | I:0.575A | mAh:430.03
[2026-01-16 23:01:01.429] V:3.992V | I:0.575A | mAh:430.19
[2026-01-16 23:01:02.435] V:3.988V | I:0.575A | mAh:430.35
[2026-01-16 23:01:03.442] V:3.984V | I:0.575A | mAh:430.51
[2026-01-16 23:01:04.436] V:3.988V | I:0.575A | mAh:430.67
[2026-01-16 23:01:05.443] V:3.996V | I:0.575A | mAh:430.83
[2026-01-16 23:01:06.438] V:3.992V | I:0.575A | mAh:430.99
[2026-01-16 23:01:07.440] V:3.988V | I:0.575A | mAh:431.15
[2026-01-16 23:01:08.441] V:3.988V | I:0.575A | mAh:431.31
[2026-01-16 23:01:09.446] V:3.988V | I:0.575A | mAh:431.47
[2026-01-16 23:01:10.457] V:3.992V | I:0.575A | mAh:431.63
[2026-01-16 23:01:11.452] V:3.992V | I:0.575A | mAh:431.79
[2026-01-16 23:01:12.461] V:3.992V | I:0.575A | mAh:431.95
[2026-01-16 23:01:13.454] V:3.992V | I:0.575A | mAh:432.11
[2026-01-16 23:01:14.457] V:3.992V | I:0.575A | mAh:432.27
[2026-01-16 23:01:15.465] V:3.988V | I:0.575A | mAh:432.43
[2026-01-16 23:01:16.470] V:3.992V | I:0.575A | mAh:432.59
[2026-01-16 23:01:17.464] V:3.988V | I:0.575A | mAh:432.75
[2026-01-16 23:01:18.471] V:3.992V | I:0.575A | mAh:432.91
[2026-01-16 23:01:19.464] V:3.992V | I:0.575A | mAh:433.07
[2026-01-16 23:01:20.474] V:3.988V | I:0.575A | mAh:433.23
[2026-01-16 23:01:21.480] V:3.992V | I:0.575A | mAh:433.39
[2026-01-16 23:01:22.474] V:3.996V | I:0.575A | mAh:433.55
[2026-01-16 23:01:23.483] V:3.996V | I:0.575A | mAh:433.71
[2026-01-16 23:01:24.474] V:3.992V | I:0.575A | mAh:433.87
[2026-01-16 23:01:25.478] V:3.992V | I:0.575A | mAh:434.03
[2026-01-16 23:01:26.480] V:3.988V | I:0.575A | mAh:434.19
[2026-01-16 23:01:27.482] V:3.988V | I:0.575A | mAh:434.35
[2026-01-16 23:01:28.484] V:3.992V | I:0.575A | mAh:434.51
[2026-01-16 23:01:29.486] V:3.992V | I:0.575A | mAh:434.67
[2026-01-16 23:01:30.492] V:3.996V | I:0.575A | mAh:434.83
[2026-01-16 23:01:31.500] V:3.992V | I:0.575A | mAh:434.99
[2026-01-16 23:01:32.502] V:3.988V | I:0.575A | mAh:435.15
[2026-01-16 23:01:33.491] V:3.992V | I:0.575A | mAh:435.31
[2026-01-16 23:01:34.494] V:3.992V | I:0.575A | mAh:435.47
[2026-01-16 23:01:35.500] V:3.992V | I:0.575A | mAh:435.63
[2026-01-16 23:01:36.504] V:3.996V | I:0.575A | mAh:435.79
[2026-01-16 23:01:37.504] V:3.992V | I:0.575A | mAh:435.95
[2026-01-16 23:01:38.507] V:3.988V | I:0.575A | mAh:436.11
[2026-01-16 23:01:39.506] V:3.992V | I:0.575A | mAh:436.27
[2026-01-16 23:01:40.508] V:3.988V | I:0.575A | mAh:436.43
[2026-01-16 23:01:41.509] V:3.992V | I:0.575A | mAh:436.59
[2026-01-16 23:01:42.512] V:3.996V | I:0.575A | mAh:436.75
[2026-01-16 23:01:43.515] V:3.992V | I:0.575A | mAh:436.91
[2026-01-16 23:01:44.519] V:3.992V | I:0.575A | mAh:437.07
[2026-01-16 23:01:45.526] V:3.992V | I:0.575A | mAh:437.23
[2026-01-16 23:01:46.529] V:3.992V | I:0.575A | mAh:437.39
[2026-01-16 23:01:47.520] V:3.992V | I:0.575A | mAh:437.55
[2026-01-16 23:01:48.525] V:3.996V | I:0.575A | mAh:437.71
[2026-01-16 23:01:49.527] V:3.992V | I:0.575A | mAh:437.87
[2026-01-16 23:01:50.530] V:3.996V | I:0.575A | mAh:438.03
[2026-01-16 23:01:51.535] V:3.996V | I:0.575A | mAh:438.19
[2026-01-16 23:01:52.542] V:4.000V | I:0.575A | mAh:438.35
[2026-01-16 23:01:53.532] V:4.000V | I:0.575A | mAh:438.51
[2026-01-16 23:01:54.532] V:3.988V | I:0.575A | mAh:438.67
[2026-01-16 23:01:55.550] V:3.996V | I:0.575A | mAh:438.83
[2026-01-16 23:01:56.539] V:3.996V | I:0.575A | mAh:438.99
[2026-01-16 23:01:57.547] V:4.000V | I:0.575A | mAh:439.15
[2026-01-16 23:01:58.555] V:3.996V | I:0.575A | mAh:439.31
[2026-01-16 23:01:59.546] V:3.996V | I:0.575A | mAh:439.47
[2026-01-16 23:02:00.553] V:3.996V | I:0.575A | mAh:439.63
[2026-01-16 23:02:01.546] V:3.996V | I:0.575A | mAh:439.79
[2026-01-16 23:02:02.550] V:3.992V | I:0.575A | mAh:439.95
[2026-01-16 23:02:03.558] V:3.992V | I:0.575A | mAh:440.11
[2026-01-16 23:02:04.562] V:3.996V | I:0.575A | mAh:440.27
[2026-01-16 23:02:05.567] V:3.992V | I:0.575A | mAh:440.43
[2026-01-16 23:02:06.562] V:3.984V | I:0.575A | mAh:440.59
[2026-01-16 23:02:07.569] V:3.996V | I:0.575A | mAh:440.75
[2026-01-16 23:02:08.561] V:3.996V | I:0.575A | mAh:440.91
[2026-01-16 23:02:09.567] V:3.988V | I:0.575A | mAh:441.07
[2026-01-16 23:02:10.579] V:3.988V | I:0.575A | mAh:441.23
[2026-01-16 23:02:11.571] V:3.992V | I:0.575A | mAh:441.39
[2026-01-16 23:02:12.578] V:3.992V | I:0.575A | mAh:441.55
[2026-01-16 23:02:13.570] V:3.992V | I:0.575A | mAh:441.71
[2026-01-16 23:02:14.578] V:3.992V | I:0.575A | mAh:441.87
[2026-01-16 23:02:15.585] V:3.992V | I:0.574A | mAh:442.03
[2026-01-16 23:02:16.576] V:4.012V | I:0.575A | mAh:442.19
[2026-01-16 23:02:17.587] V:3.980V | I:0.575A | mAh:442.35
[2026-01-16 23:02:18.595] V:4.000V | I:0.575A | mAh:442.51
[2026-01-16 23:02:19.590] V:3.984V | I:0.575A | mAh:442.67
[2026-01-16 23:02:20.595] V:3.996V | I:0.575A | mAh:442.83
[2026-01-16 23:02:21.586] V:3.996V | I:0.574A | mAh:442.99
[2026-01-16 23:02:22.595] V:4.000V | I:0.575A | mAh:443.15
[2026-01-16 23:02:23.603] V:3.996V | I:0.575A | mAh:443.31
[2026-01-16 23:02:24.593] V:3.992V | I:0.575A | mAh:443.47
[2026-01-16 23:02:25.596] V:3.996V | I:0.575A | mAh:443.63
[2026-01-16 23:02:26.599] V:3.992V | I:0.575A | mAh:443.79
[2026-01-16 23:02:27.605] V:3.988V | I:0.575A | mAh:443.95
[2026-01-16 23:02:28.614] V:3.992V | I:0.575A | mAh:444.11
[2026-01-16 23:02:29.607] V:3.996V | I:0.575A | mAh:444.27
[2026-01-16 23:02:30.612] V:3.996V | I:0.575A | mAh:444.43
[2026-01-16 23:02:31.606] V:3.996V | I:0.575A | mAh:444.59
[2026-01-16 23:02:32.608] V:3.996V | I:0.575A | mAh:444.75
[2026-01-16 23:02:33.615] V:3.996V | I:0.575A | mAh:444.91
[2026-01-16 23:02:34.620] V:3.992V | I:0.575A | mAh:445.07
[2026-01-16 23:02:35.628] V:3.988V | I:0.575A | mAh:445.23
[2026-01-16 23:02:36.620] V:3.996V | I:0.575A | mAh:445.39
[2026-01-16 23:02:37.629] V:3.996V | I:0.575A | mAh:445.55
[2026-01-16 23:02:38.624] V:3.996V | I:0.575A | mAh:445.71
[2026-01-16 23:02:39.631] V:3.996V | I:0.575A | mAh:445.87
[2026-01-16 23:02:40.637] V:4.004V | I:0.575A | mAh:446.03
[2026-01-16 23:02:41.628] V:4.000V | I:0.575A | mAh:446.19
[2026-01-16 23:02:42.636] V:3.996V | I:0.574A | mAh:446.35
[2026-01-16 23:02:43.642] V:4.000V | I:0.575A | mAh:446.51
[2026-01-16 23:02:44.636] V:3.996V | I:0.575A | mAh:446.67
[2026-01-16 23:02:45.640] V:3.992V | I:0.575A | mAh:446.83
[2026-01-16 23:02:46.646] V:4.000V | I:0.575A | mAh:446.99
[2026-01-16 23:02:47.648] V:3.992V | I:0.575A | mAh:447.15
[2026-01-16 23:02:48.645] V:3.988V | I:0.575A | mAh:447.31
[2026-01-16 23:02:49.646] V:3.992V | I:0.575A | mAh:447.47
[2026-01-16 23:02:50.644] V:3.996V | I:0.575A | mAh:447.63
[2026-01-16 23:02:51.661] V:4.000V | I:0.575A | mAh:447.79
[2026-01-16 23:02:52.651] V:4.000V | I:0.575A | mAh:447.95
[2026-01-16 23:02:53.659] V:3.996V | I:0.575A | mAh:448.11
[2026-01-16 23:02:54.652] V:3.996V | I:0.575A | mAh:448.27
[2026-01-16 23:02:55.659] V:3.996V | I:0.575A | mAh:448.43
[2026-01-16 23:02:56.668] V:3.996V | I:0.575A | mAh:448.59
[2026-01-16 23:02:57.659] V:3.996V | I:0.575A | mAh:448.75
[2026-01-16 23:02:58.669] V:3.996V | I:0.575A | mAh:448.91
[2026-01-16 23:02:59.672] V:3.996V | I:0.575A | mAh:449.07
[2026-01-16 23:03:00.668] V:3.996V | I:0.575A | mAh:449.23
[2026-01-16 23:03:01.675] V:3.996V | I:0.575A | mAh:449.39
[2026-01-16 23:03:02.667] V:3.996V | I:0.575A | mAh:449.55
[2026-01-16 23:03:03.674] V:3.996V | I:0.574A | mAh:449.71
[2026-01-16 23:03:04.681] V:3.996V | I:0.575A | mAh:449.87
[2026-01-16 23:03:05.687] V:3.996V | I:0.574A | mAh:450.03
[2026-01-16 23:03:06.679] V:3.996V | I:0.575A | mAh:450.19
[2026-01-16 23:03:07.689] V:3.996V | I:0.575A | mAh:450.35
[2026-01-16 23:03:08.693] V:3.992V | I:0.575A | mAh:450.51
[2026-01-16 23:03:09.687] V:3.992V | I:0.575A | mAh:450.67
[2026-01-16 23:03:10.694] V:3.996V | I:0.574A | mAh:450.83
[2026-01-16 23:03:11.700] V:3.996V | I:0.575A | mAh:450.99
[2026-01-16 23:03:12.691] V:4.000V | I:0.575A | mAh:451.15
[2026-01-16 23:03:13.697] V:4.000V | I:0.575A | mAh:451.31
[2026-01-16 23:03:14.702] V:4.000V | I:0.575A | mAh:451.47
[2026-01-16 23:03:15.694] V:3.996V | I:0.575A | mAh:451.63
[2026-01-16 23:03:16.704] V:3.996V | I:0.574A | mAh:451.79
[2026-01-16 23:03:17.710] V:3.992V | I:0.575A | mAh:451.95
[2026-01-16 23:03:18.701] V:3.992V | I:0.575A | mAh:452.11
[2026-01-16 23:03:19.708] V:4.000V | I:0.575A | mAh:452.27
[2026-01-16 23:03:20.714] V:4.000V | I:0.575A | mAh:452.43
[2026-01-16 23:03:21.720] V:3.996V | I:0.575A | mAh:452.59
[2026-01-16 23:03:22.708] V:3.996V | I:0.574A | mAh:452.75
[2026-01-16 23:03:23.715] V:3.996V | I:0.575A | mAh:452.91
[2026-01-16 23:03:24.717] V:4.000V | I:0.575A | mAh:453.07
[2026-01-16 23:03:25.723] V:3.992V | I:0.575A | mAh:453.23
[2026-01-16 23:03:26.729] V:3.996V | I:0.575A | mAh:453.39
[2026-01-16 23:03:27.731] V:3.996V | I:0.575A | mAh:453.55
[2026-01-16 23:03:28.725] V:3.996V | I:0.575A | mAh:453.71
[2026-01-16 23:03:29.730] V:4.004V | I:0.575A | mAh:453.87
[2026-01-16 23:03:30.736] V:4.000V | I:0.575A | mAh:454.03
[2026-01-16 23:03:31.741] V:3.996V | I:0.575A | mAh:454.19
[2026-01-16 23:03:32.732] V:3.996V | I:0.575A | mAh:454.35
[2026-01-16 23:03:33.738] V:4.000V | I:0.575A | mAh:454.51
[2026-01-16 23:03:34.742] V:4.000V | I:0.575A | mAh:454.67
[2026-01-16 23:03:35.735] V:3.996V | I:0.575A | mAh:454.83
[2026-01-16 23:03:36.740] V:3.996V | I:0.575A | mAh:454.99
[2026-01-16 23:03:37.745] V:4.000V | I:0.574A | mAh:455.15
[2026-01-16 23:03:38.751] V:4.000V | I:0.575A | mAh:455.31
[2026-01-16 23:03:39.744] V:4.004V | I:0.575A | mAh:455.47
[2026-01-16 23:03:40.749] V:4.000V | I:0.575A | mAh:455.63
